"stockid","stocklong","assessid","assessor_id","assess_method","country","region","area","family","species","comm_name"
"BLRAYVIIafg","Blonde ray ICES 7afg","WGEF-BLRAYVIIafg-1993-2015-ICESIMP2018","WGEF","Unknown","multinational","European Union","ICES 7afg","Rajidae","Raja brachyura","Blonde ray"
"BLRAYVIIe","Blonde ray Western English Channel","WGEF-BLRAYVIIe-2009-2015-ICESIMP2018","WGEF","Unknown","multinational","European Union","Western English Channel","Rajidae","Raja brachyura","Blonde ray"
"BLSHARIO","Blue shark Indian Ocean","IOTC-BLSHARIO-1970-2019-SMITH","IOTC","SS3","multinational","Indian Ocean","Indian Ocean","Carcharhinidae","Prionace glauca","Blue shark"
"BLSHARNATL","Blue shark Northern Atlantic","ICCAT-BLSHARNATL-1957-2018-PONS","ICCAT","BSPM","multinational","Atlantic Ocean","Northern Atlantic","Carcharhinidae","Prionace glauca","Blue shark"
"BLSHARNPAC","Blue shark North Pacific","SPC-BLSHARNPAC-1970-2015-SMITH","SPC","SS3","multinational","Pacific Ocean","North Pacific","Carcharhinidae","Prionace glauca","Blue shark"
"BLSHARSATL","Blue shark South Atlantic","ICCAT-BLSHARSATL-1971-2018-PONS","ICCAT","BSPM","multinational","Atlantic Ocean","South Atlantic","Carcharhinidae","Prionace glauca","Blue shark"
"BLTILESATLC","Blueline tilefish Southern Atlantic coast","SEFSC-BLTILESATLC-1958-2015-SISIMP2021","SEFSC","Unknown","USA","US Southeast and Gulf","Southern Atlantic coast","Malacanthidae","Caulolatilus microps","Blueline tilefish"
"BLUEFISHATLC","Bluefish Atlantic Coast","NEFSC-BLUEFISHATLC-1985-2022-SISIMP2024","NEFSC","Unknown","USA","US East Coast","Atlantic Coast","Pomatomidae","Pomatomus saltatrix","Bluefish"
"BLUEROCKCAL","Blue rockfish California","NWFSC-BLUEROCKCAL-1916-2007-BRANCH","NWFSC","SS2","USA","US West Coast","California","Sebastidae","Sebastes mystinus","Blue rockfish"
"BMACKECS","Spotted mackerel East China Sea","FAFRFJ-BMACKECS-1973-2018-KUROTA","FAFRFJ","ADAPT","Japan","Japan","East China Sea","Scombridae","Scomber australasicus","Spotted mackerel"
"BMACKPJPN","Spotted mackerel Pacific Coast of Japan","FAFRFJ-BMACKPJPN-1982-2018-KUROTA","FAFRFJ","ADAPT","Japan","Japan","Pacific Coast of Japan","Scombridae","Scomber australasicus","Spotted mackerel"
"BMARLINATL","Blue marlin Atlantic Ocean","ICCAT-BMARLINATL-1956-2018-PONS","ICCAT","Unknown","multinational","Atlantic Ocean","Atlantic Ocean","Istiophoridae","Makaira nigricans","Blue marlin"
"BMARLINIO","Indo Pacific blue marlin Indian Ocean","IOTC-BMARLINIO-1950-2020-SMITH","IOTC","BBM","multinational","Indian Ocean","Indian Ocean","Istiophoridae","Makaira mazara","Indo pacific blue marlin"
"BMARLINPAC","Blue marlin Pacific Ocean","ISC-BMARLINPAC-1971-2019-LAWSON","ISC","SS3","multinational","Pacific Ocean","Pacific Ocean","Istiophoridae","Makaira nigricans","Blue marlin"
"BMDOGVIII-IXa","Blackmouth dogfish ICES 8-9a","WGEF-BMDOGVIII-IXa-1997-2018-ICESIMP2021","WGEF","Unknown","multinational","European Union","ICES 8-9a","Scyliorhinidae","Galeus melastomus","Blackmouth dogfish"
"BMDOGVI-VII","Blackmouth dogfish ICES 6-7","WGEF-BMDOGVI-VII-2001-2018-ICESIMP2021","WGEF","Unknown","multinational","European Union","ICES 6-7","Scyliorhinidae","Galeus melastomus","Blackmouth dogfish"
"BNKROCKCAL","Bank rockfish California","PFMC-BNKROCKCAL-1979-1999-CHING","PFMC","SS1","USA","US West Coast","California","Sebastidae","Sebastes rufus","Bank rockfish"
"BNOSESHARATL","Blacknose shark Atlantic","SEFSC-BNOSESHARATL-1950-2009-SISIMP2016","SEFSC","Unknown","USA","US Southeast and Gulf","Atlantic","Carcharhinidae","Carcharhinus acronotus","Blacknose shark"
"BNSNZ","Bluenose New Zealand","NZMFishINSHOREWG-BNSNZ-1970-2022-HIVELY","NZMFishINSHOREWG","CASAL","New Zealand","New Zealand","New Zealand","Centrolophidae","Hyperoglyphe antarctica","Bluenose"
"BOARVI-VIII","Boarfish ICES 6-8","WGWIDE-BOARVI-VIII-1991-2019-ICESIMP2021","WGWIDE","Unknown","multinational","European Union","ICES 6-8","Caproidae","Capros aper","Boarfish"
"BOCACCBCW","Bocaccio British Columbia Waters","DFO-PAC-BOCACCBCW-1935-2020-HIVELY","DFO-PAC","Unknown","Canada","Canada West Coast","British Columbia Waters","Sebastidae","Sebastes paucispinis","Bocaccio"
"BOCACCSPCOAST","Bocaccio Southern Pacific Coast","SWFSC-BOCACCSPCOAST-1892-2017-SISIMP2021","SWFSC","Unknown","USA","US West Coast","Southern Pacific Coast","Sebastidae","Sebastes paucispinis","Bocaccio"
"BONGACWAGAB-COD","Bonga Central West Africa Gabon-Congo DR","FAO-SPNWA-BONGACWAGAB-COD-1995-2017-ASHBROOK","FAO-SPNWA","DPM","multinational","West Africa","Central West Africa Gabon-Congo DR","Clupeidae","Ethmalosa fimbriata","Bonga"
"BONGANWA","Bonga North West Africa","FAO-SPNWA-BONGANWA-1990-2020-HIVELY","FAO-SPNWA","UnknownYPRM","multinational","West Africa","North West Africa","Clupeidae","Ethmalosa fimbriata","Bonga"
"BRILL2232","Brill Baltic Areas 22-32","WGBFAS-BRILL2232-1970-2019-ICESIMP2021-2","WGBFAS","Unknown","multinational","European Union","Baltic Areas 22-32","Scophthalmidae","Scophthalmus rhombus","Brill"
"BRILLIIIa-IV-VIIde","Brill ICES 3a-4-7de","WGNSSK-BRILLIIIa-IV-VIIde-1950-2020-ICESIMP2021-2","WGNSSK","Unknown","multinational","European Union","ICES 3a-4-7de","Scophthalmidae","Scophthalmus rhombus","Brill"
"BRMSOJ","Yellow sea bream Sea of Japan","FAFRFJ-BRMSOJ-1980-2013-JPNIMP2016","FAFRFJ","Unknown","Japan","Japan","Sea of Japan","Sparidae","Dentex tumifrons","Yellow sea bream"
"BRMSPPCWACIV-BEN","Seabream Central West Africa Cote Divoire-Benin","FAO-DR-BRMSPPCWACIV-BEN-1990-2007-CHING","FAO-DR","DPM","multinational","West Africa","Central West Africa Cote Divoire-Benin","Sparidae","Dentex spp","Seabream"
"BRMSPPCWAGAB-AGO","Seabream Central West Africa Gabon-Angola","FAO-DR-BRMSPPCWAGAB-AGO-1995-2007-CHING","FAO-DR","DPM","multinational","West Africa","Central West Africa Gabon-Angola","Sparidae","Dentex spp","Seabream"
"BRMSPPCWAGIN-LBR","Seabream Central West Africa Guinea-Liberia","FAO-DR-BRMSPPCWAGIN-LBR-1994-2007-CHING","FAO-DR","DPM","multinational","West Africa","Central West Africa Guinea-Liberia","Sparidae","Dentex spp","Seabream"
"BRNROCKPCOAST","Brown rockfish Pacific Coast","SWFSC-BRNROCKPCOAST-1916-2012-SISIMP2016","SWFSC","XDB-SRA","USA","US West Coast","Pacific Coast","Sebastidae","Sebastes auriculatus","Brown rockfish"
"BRNSHRIMPGM","Brown shrimp Gulf of Mexico","SEFSC-BRNSHRIMPGM-1984-2017-SISIMP2021","SEFSC","Unknown","USA","US Southeast and Gulf","Gulf of Mexico","Penaeidae","Farfantepenaeus aztecus","Brown shrimp"
"BSBASSMATLC","Black sea bass Mid-Atlantic Coast","NEFSC-BSBASSMATLC-1989-2019-SISIMP2021-2","NEFSC","Unknown","USA","US East Coast","Mid-Atlantic Coast","Serranidae","Centropristis striata","Black sea bass"
"BSBASSSATL","Black sea bass South Atlantic","SEFSC-BSBASSSATL-1977-2016-SISIMP2021","SEFSC","Unknown","USA","US Southeast and Gulf","South Atlantic","Serranidae","Centropristis striata","Black sea bass"
"BSBRMNWAMRT-SEN","Bluespotted seabream North West Africa Mauritania-Senegal","FAO-DR-BSBRMNWAMRT-SEN-1990-2016-ASHBROOK","FAO-DR","LPM","multinational","West Africa","North West Africa Mauritania-Senegal","Sparidae","Pagrus caeruleostictus","Bluespotted seabream"
"BSCRAPERSOJECS","Black scraper Sea of Japan and East China Sea","FAFRFJ-BSCRAPERSOJECS-2000-2013-JPNIMP2016","FAFRFJ","Unknown","Japan","Japan","Sea of Japan and East China Sea","Monacanthidae","Thamnaconus modestus","Black scraper"
"BSKAT5YZSNE","Barndoor skate Gulf of Maine / Georges Bank-Southern New England","NEFSC-BSKAT5YZSNE-1965-2019-SISIMP2021-2","NEFSC","Unknown","USA","US East Coast","Gulf of Maine / Georges Bank-Southern New England","Rajidae","Dipturus laevis","Barndoor skate"
"BSKATCANATL","Barndoor skate Canadian Atlantic Ocean","DFO-MAR-BSKATCANATL-1970-1987-PREFONTAINE","DFO-MAR","Survey indices","Canada","Canada East Coast","Canadian Atlantic Ocean","Rajidae","Dipturus laevis","Barndoor skate"
"BSKSHARNEATL","Basking shark Northeast Atlantic","WGEF-BSKSHARNEATL-1977-2018-ICESIMP2021","WGEF","Unknown","multinational","European Union","Northeast Atlantic","Cetorhinidae","Cetorhinus maximus","Basking shark"
"BSQLOBSTERCSCH","Yellow squat lobster Central-Southern Chile","IFOPCH-BSQLOBSTERCSCH-1976-2015-PARMA","IFOPCH","SCALE","Chile","South America","Central-Southern Chile","Munididae","Cervimunida johni","Yellow squat lobster"
"BSQLOBSTERNCH","Yellow squat lobster Northern Chile","IFOPCH-BSQLOBSTERNCH-1982-2015-PARMA","IFOPCH","SCALE","Chile","South America","Northern Chile","Munididae","Cervimunida johni","Yellow squat lobster"
"BTIPSHARATL","Blacktip shark Atlantic","SEFSC-BTIPSHARATL-1981-2004-FAUCONNET","SEFSC","SPASM","USA","US Southeast and Gulf","Atlantic","Carcharhinidae","Carcharhinus limbatus","Blacktip shark"
"BTIPSHARGM","Blacktip shark Gulf of Mexico","SEFSC-BTIPSHARGM-1981-2010-HIVELY","SEFSC","SPASM","USA","US Southeast and Gulf","Gulf of Mexico","Carcharhinidae","Carcharhinus limbatus","Blacktip shark"
"BTSHRIMPNAUST","Brown tiger shrimp Northern Australia","CSIRO-BTSHRIMPNAUST-1969-2015-MOESENEDER","CSIRO","SS3","Australia","Australia","Northern Australia","Penaeidae","Penaeus esculentus","Brown tiger shrimp"
"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras","NEFSC-BUTTERGOMCHATT-1989-2019-SISIMP2021-2","NEFSC","Unknown","USA","US East Coast","Gulf of Maine / Cape Hatteras","Stromateidae","Peprilus triacanthus","Atlantic butterfish"
"BWHITMEDGSA1","Blue whiting Northern Alboran Sea","STECF-BWHITMEDGSA1-2002-2011-OSIO","STECF","VIT","multinational","Mediterranean-Black Sea","Northern Alboran Sea","Gadidae","Micromesistius poutassou","Blue whiting"
"BWHITMEDGSA6","Blue whiting Northern Spain","STECF-BWHITMEDGSA6-2009-2013-OSIO","STECF","XSA","multinational","Mediterranean-Black Sea","Northern Spain","Gadidae","Micromesistius poutassou","Blue whiting"
"BWHITMEDGSA9","Blue whiting Ligurian and North Tyrrhenian Sea","STECF-BWHITMEDGSA9-2009-2013-OSIO","STECF","XSA","multinational","Mediterranean-Black Sea","Ligurian and North Tyrrhenian Sea","Gadidae","Micromesistius poutassou","Blue whiting"
"BWHITNEA","Blue whiting Northeast Atlantic","WGWIDE-BWHITNEA-1981-2022-ICESIMP2021-2","WGWIDE","Unknown","multinational","European Union","Northeast Atlantic","Gadidae","Micromesistius poutassou","Blue whiting"
"BZCRABSOJ","Beni zuwai crab Sea of Japan","FAFRFJ-BZCRABSOJ-1999-2013-JPNIMP2016","FAFRFJ","Unknown","Japan","Japan","Sea of Japan","Oregoniidae","Chionoecetes japonicus","Beni zuwai crab"
"CABEZNCAL","Cabezon Northern California","PFMC-CABEZNCAL-1916-2019-SISIMP2021-2","PFMC","Unknown","USA","US West Coast","Northern California","Cottidae","Scorpaenichthys marmoratus","Cabezon"
"CABEZORECOAST","Cabezon Oregon Coast","NWFSC-CABEZORECOAST-1970-2019-SISIMP2021-2","NWFSC","Unknown","USA","US West Coast","Oregon Coast","Cottidae","Scorpaenichthys marmoratus","Cabezon"
"CABEZSCAL","Cabezon Southern California","PFMC-CABEZSCAL-1916-2019-SISIMP2021-2","PFMC","Unknown","USA","US West Coast","Southern California","Cottidae","Scorpaenichthys marmoratus","Cabezon"
"CABEZWASH","Cabezon Washington","NWFSC-CABEZWASH-1963-2018-SISIMP2021-2","NWFSC","Unknown","USA","US West Coast","Washington","Cottidae","Scorpaenichthys marmoratus","Cabezon"
"CALSCORPSCAL","California scorpionfish Southern California","SWFSC-CALSCORPSCAL-1916-2017-SISIMP2021","SWFSC","Unknown","USA","US West Coast","Southern California","Scorpaenidae","Scorpaena guttata","California scorpionfish"
"CAPE2J3KL","Capelin Southern Labrador-Eastern Newfoundland","DFO-CAPE2J3KL-1972-2018-ASHBROOK","DFO","SURBA","Canada","Canada East Coast","Southern Labrador-Eastern Newfoundland","Osmeridae","Mallotus villosus","Capelin"
"CAPE4RST","Capelin Gulf of St. Lawrence","DFO-QUE-CAPE4RST-1960-2017-ASHBROOK","DFO-QUE","SURBA","Canada","Canada East Coast","Gulf of St. Lawrence","Osmeridae","Mallotus villosus","Capelin"
"CAPEIIa-V-XIV","Capelin ICES 2a-5-14","NWWG-CAPEIIa-V-XIV-1979-2022-HIVELY","NWWG","Unknown","multinational","Europe non EU","ICES 2a-5-14","Osmeridae","Mallotus villosus","Capelin"
"CAPENOR","Capelin Barents Sea","AFWG-CAPENOR-1972-2021-ICESIMP2021-2","AFWG","Unknown","multinational","Europe non EU","Barents Sea","Osmeridae","Mallotus villosus","Capelin"
"CATCWAGAB","Catfish Central West Africa Gabon","FAO-DR-CATCWAGAB-1995-2007-CHING","FAO-DR","DPM","multinational","West Africa","Central West Africa Gabon","Ariidae","Arius spp","Catfish"
"CATCWAGIN-LBR","Catfish Central West Africa Guinea-Liberia","FAO-DR-CATCWAGIN-LBR-1994-2008-CHING","FAO-DR","DPM","multinational","West Africa","Central West Africa Guinea-Liberia","Ariidae","Arius spp","Catfish"
"CATNWASEN_GMB","Catfish North West Africa Senegal_The Gambia","FAO-DR-CATNWASEN_GMB-1990-2016-ASHBROOK","FAO-DR","Unknown","multinational","West Africa","North West Africa Senegal_The Gambia","Ariidae","Arius spp","Catfish"
"CHAKESA","Shallow water cape hake South Africa","MARAM-CHAKESA-1900-2021-ROSSGILLESPIE","MARAM","IA","South Africa","Southern Africa","South Africa","Merlucciidae","Merluccius capensis","Shallow water cape hake"
"CHERRCHVX","Chilean herring Central-Southern Chile","IFOPCH-CHERRCHVX-1960-2012-CHING","IFOPCH","Unknown","Chile","South America","Central-Southern Chile","Clupeidae","Strangomera bentincki","Chilean herring"
"CHILISPCOAST","Chilipepper Southern Pacific Coast","SWFSC-CHILISPCOAST-1892-2017-SISIMP2021","SWFSC","Unknown","USA","US West Coast","Southern Pacific Coast","Sebastidae","Sebastes goodei","Chilipepper"
"CHMACKCWAGAB-AGO","Cunene horse mackerel Central West Africa Gabon-Angola","FAO-SPNWA-CHMACKCWAGAB-AGO-1990-2017-ASHBROOK","FAO-SPNWA","DPM","multinational","West Africa","Central West Africa Gabon-Angola","Carangidae","Trachurus trecae","Cunene horse mackerel"
"CHMACKCWAGNB-LBR","Cunene horse mackerel Central West Africa Guinea Bissau-Liberia","FAO-SPNWA-CHMACKCWAGNB-LBR-1990-2017-ASHBROOK","FAO-SPNWA","DPM","multinational","West Africa","Central West Africa Guinea Bissau-Liberia","Carangidae","Trachurus trecae","Cunene horse mackerel"
"CHMACKNWA","Cunene horse mackerel North West Africa","FAO-SPNWA-CHMACKNWA-1990-2020-HIVELY","FAO-SPNWA","DPM","multinational","West Africa","North West Africa","Carangidae","Trachurus trecae","Cunene horse mackerel"
"CHROCKCPCOAST","China rockfish Central Pacific Coast","NWFSC-CHROCKCPCOAST-1900-2019-SISIMP2021-2","NWFSC","Unknown","USA","US West Coast","Central Pacific Coast","Sebastidae","Sebastes nebulosus","China rockfish"
"CHROCKNPCOAST","China rockfish Northern Pacific Coast","SWFSC-CHROCKNPCOAST-1900-2019-SISIMP2021-2","SWFSC","Unknown","USA","US West Coast","Northern Pacific Coast","Sebastidae","Sebastes nebulosus","China rockfish"
"CHROCKSPCOAST","China rockfish Southern Pacific Coast","NWFSC-CHROCKSPCOAST-1900-2019-SISIMP2021-2","NWFSC","Unknown","USA","US West Coast","Southern Pacific Coast","Sebastidae","Sebastes nebulosus","China rockfish"
"CHSQUIDSA","Cape Hope squid South Africa","FBDAFF-CHSQUIDSA-1971-2017-GLAZER","FBDAFF","Unknown","South Africa","Southern Africa","South Africa","Loliginidae","Loligo reynaudii","Cape hope squid"
"CHTRACCH","Chilean jack mackerel Chilean EEZ and offshore","SPRFMO-CHTRACCH-1969-2022-HIVELY","SPRFMO","JJM","multinational","South America","Chilean EEZ and offshore","Carangidae","Trachurus murphyi","Chilean jack mackerel"
"CJOBMHI","Crimson jobfish Main Hawaiian Islands","PIFSC-CJOBMHI-1949-2016-SISIMP2021","PIFSC","Unknown","USA","US Hawaii","Main Hawaiian Islands","Lutjanidae","Pristipomoides filamentosus","Crimson jobfish"
"CJOBOKWI","Crimson jobfish Okinawa Islands","FAFRFJ-CJOBOKWI-1989-2013-JPNIMP2016","FAFRFJ","Unknown","Japan","Japan","Okinawa Islands","Lutjanidae","Pristipomoides filamentosus","Crimson jobfish"
"CKRAYIIIa-IV","Cuckoo ray ICES 3a-4","WGEF-CKRAYIIIa-IV-1991-2018-ICESIMP2021","WGEF","Unknown","multinational","European Union","ICES 3a-4","Rajidae","Leucoraja naevus","Cuckoo ray"
"CKRAYIXa","Cuckoo ray Portugese Waters -East","WGEF-CKRAYIXa-1998-2015-ICESIMP2018","WGEF","Unknown","multinational","European Union","Portugese Waters -East","Rajidae","Leucoraja naevus","Cuckoo ray"
"CKRAYVIIIc","Cuckoo ray Bay of Biscay -South","WGEF-CKRAYVIIIc-1999-2015-ICESIMP2018","WGEF","Unknown","multinational","European Union","Bay of Biscay -South","Rajidae","Leucoraja naevus","Cuckoo ray"
"CKRAYVI-VII","Cuckoo ray ICES 6-7","WGEF-CKRAYVI-VII-2005-2015-ICESIMP2018","WGEF","Unknown","multinational","European Union","ICES 6-7","Rajidae","Leucoraja naevus","Cuckoo ray"
"CMACKNWA","Atlantic chub mackerel North West Africa","FAO-SPNWA-CMACKNWA-1990-2020-HIVELY","FAO-SPNWA","DPM","multinational","West Africa","North West Africa","Scombridae","Scomber colias","Atlantic chub mackerel"
"CMACKPCOAST","Pacific chub mackerel Pacific Coast","SWFSC-CMACKPCOAST-1983-2020-SISIMP2024","SWFSC","SS3","USA","US West Coast","Pacific Coast","Scombridae","Scomber japonicus","Pacific chub mackerel"
"CMACKPJPN","Chub mackerel Pacific Coast of Japan","FAFRFJ-CMACKPJPN-1970-2018-KUROTA","FAFRFJ","ADAPT","Japan","Japan","Pacific Coast of Japan","Scombridae","Scomber japonicus","Chub mackerel"
"CMACKTSST","Chub mackerel Tsushima Strait","FAFRFJ-CMACKTSST-1973-2018-KUROTA","FAFRFJ","ADAPT","Japan","Japan","Tsushima Strait","Scombridae","Scomber japonicus","Chub mackerel"
"COBGM","Cobia Gulf of Mexico","SEFSC-COBGM-1927-2018-SISIMP2021-2","SEFSC","Unknown","USA","US Southeast and Gulf","Gulf of Mexico","Rachycentridae","Rachycentron canadum","Cobia"
"COBSATLC","Cobia Southern Atlantic coast","SEFSC-COBSATLC-1950-2011-SISIMP2016","SEFSC","BAM","USA","US Southeast and Gulf","Southern Atlantic coast","Rachycentridae","Rachycentron canadum","Cobia"
"COD1ABCDE","Atlantic cod NAFO 1ABCDE","NWWG-COD1ABCDE-1952-2016-ICESIMP2018","NWWG","Unknown","multinational","Canada East Coast","NAFO 1ABCDE","Gadidae","Gadus morhua","Atlantic cod"
"COD1F-XIV","Atlantic cod NAFO 1F and ICES 14","NWWG-COD1F-XIV-1973-2021-ICESIMP2021-2","NWWG","Unknown","multinational","Europe non EU","NAFO 1F and ICES 14","Gadidae","Gadus morhua","Atlantic cod"
"COD1IN","Atlantic cod NAFO Subarea 1 (inshore)","NWWG-COD1IN-1976-2021-ICESIMP2021-2","NWWG","Unknown","multinational","Canada East Coast","NAFO Subarea 1 (inshore)","Gadidae","Gadus morhua","Atlantic cod"
"COD2J3KL","Atlantic cod Southern Labrador-Eastern Newfoundland","DFO-NFLD-COD2J3KL-1959-2021-HIVELY","DFO-NFLD","ICA","Canada","Canada East Coast","Southern Labrador-Eastern Newfoundland","Gadidae","Gadus morhua","Atlantic cod"
"COD3M","Atlantic cod Flemish Cap","NAFO-SC-COD3M-1960-2012-CHING","NAFO-SC","Unknown","multinational","Canada East Coast","Flemish Cap","Gadidae","Gadus morhua","Atlantic cod"
"COD3NO","Atlantic cod Southern Grand Banks","NAFO-SC-COD3NO-1953-2011-CHING","NAFO-SC","Unknown","multinational","Canada East Coast","Southern Grand Banks","Gadidae","Gadus morhua","Atlantic cod"
"COD3Pn4RS","Atlantic cod Northern Gulf of St. Lawrence","DFO-QUE-COD3Pn4RS-1964-2019-ASHBROOK","DFO-QUE","VPA","Canada","Canada East Coast","Northern Gulf of St. Lawrence","Gadidae","Gadus morhua","Atlantic cod"
"COD3Ps","Atlantic cod St. Pierre Bank","DFO-NFLD-COD3Ps-1959-2018-ASHBROOK","DFO-NFLD","SURBA","Canada","Canada East Coast","St. Pierre Bank","Gadidae","Gadus morhua","Atlantic cod"
"COD4TVn","Atlantic cod Southern Gulf of St. Lawrence","DFO-SG-COD4TVn-1917-2018-ASHBROOK","DFO-SG","ASPM","Canada","Canada East Coast","Southern Gulf of St. Lawrence","Gadidae","Gadus morhua","Atlantic cod"
"COD4VsW","Atlantic cod Eastern Scotian Shelf","DFO-MAR-COD4VsW-1958-2002-PREFONTAINE","DFO-MAR","Unknown","Canada","Canada East Coast","Eastern Scotian Shelf","Gadidae","Gadus morhua","Atlantic cod"
"COD4X5Yb","Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine","DFO-MAR-COD4X5Yb-1960-2018-ASHBROOK","DFO-MAR","VPA","Canada","Canada East Coast","Western Scotian Shelf, Bay of Fundy and Gulf of Maine","Gadidae","Gadus morhua","Atlantic cod"
"COD5Zjm","Atlantic cod NAFO 5Zjm","TRAC-COD5Zjm-1978-2020-SISIMP2021-2","TRAC","Unknown","multinational","Canada East Coast","NAFO 5Zjm","Gadidae","Gadus morhua","Atlantic cod"
"CODBA2224","Atlantic cod Western Baltic","WGBFAS-CODBA2224-1985-2021-ICESIMP2021-2","WGBFAS","Unknown","multinational","European Union","Western Baltic","Gadidae","Gadus morhua","Atlantic cod"
"CODBA2532","Atlantic cod Eastern Baltic","WGBFAS-CODBA2532-1946-2021-ICESIMP2021-2","WGBFAS","Unknown","multinational","European Union","Eastern Baltic","Gadidae","Gadus morhua","Atlantic cod"
"CODFABNK","Atlantic cod Faroe Bank","NWWG-CODFABNK-1965-2018-ICESIMP2021","NWWG","Unknown","multinational","Europe non EU","Faroe Bank","Gadidae","Gadus morhua","Atlantic cod"
